journal,title,year,doi,novel_taxon,geography,age1,age2
JVP,"Oligocene flatfishes (Teleostei, Pleuronectiformes) of the Outer Carpathian Basin",2025,10.1080/02724634.2025.2520490,Oligosolea carpathica,Poland,Cenozoic,Oligocene
JVP,"Acanthodian fauna of the Upper Devonian Waterloo Farm Lagerstätte, South Africa",2025,10.1080/02724634.2025.2526538,,,,
JVP,A new articulated Upper Devonian (upper Famennian) groenlandaspidid fish (Arthrodira) from Belarus,2025,10.1080/02724634.2025.2529916,Albarutheniaspis bessonovae,Belarus,Paleozoic,Devonian
JVP,A new moradisaurine captorhinid from the Upper Permian (Lopingian) upper Madumabisa Mudstone Formation (Luangwa Basin) of Zambia,2025,10.1080/02724634.2024.2427529,Amenoyengi mpunduensis,Zambia,Paleozoic,Permian
JVP,"A new cryptodont dicynodont (Therapsida, Anomodontia) from the Lopingian Usili Formation, Ruhuhu Basin, Tanzania",2025,10.1080/02724634.2024.2441898,Mdomowabata trilobops,Tanzania,Paleozoic,Permian
JVP,"The first Paleozoic temnospondyl from Zambia: a new species of Rhineceps from the Permian Madumabisa Mudstone Formation, Mid-Zambezi Basin",2025,10.1080/02724634.2025.2451312,Rhineceps karibaensis,Zambia,Paleozoic,Permian
JVP,Permian origins of the Lystrosauridae (Therapsida: Dicynodontia),2025,10.1080/02724634.2025.2451813,Euptychognathus kingae,Zambia,Paleozoic,Permian
JVP,Permian origins of the Lystrosauridae (Therapsida: Dicynodontia),2025,10.1080/02724634.2025.2451813,Madumabisa opainion,Zambia,Paleozoic,Permian
JVP,Permian origins of the Lystrosauridae (Therapsida: Dicynodontia),2025,10.1080/02724634.2025.2451813,Lystrosauravus bothae,South Africa,Paleozoic,Permian
JVP,"Origin of conglomerate-hosted bonebeds at the base of the upper Permian Usili Formation, Ruhuhu Basin, Tanzania",2025,10.1080/02724634.2025.2466442,,,,
JVP,"The postcranial anatomy of Kembawacela kitchingi (Therapsida, Anomodontia) and the functional diversity of cistecephalid forelimbs",2025,10.1080/02724634.2025.2486068,,,,
JVP,"New species and records of Kowalskia (Cricetidae, Rodentia) from Lufengpithecus hominoid locality of Yuanmou, Southwest China",2025,10.1080/02724634.2025.2486070,Kowalskia hanae,China,Cenozoic,Miocene
JVP,"New species and records of Kowalskia (Cricetidae, Rodentia) from Lufengpithecus hominoid locality of Yuanmou, Southwest China",2025,10.1080/02724634.2025.2486070,Kowalskia weni,China,Cenozoic,Miocene
JVP,"Scale histology in the Early Jurassic fish Pachycormus (Actinopterygii, Pachycormidae)",2025,10.1080/02724634.2025.2493164,,,,
JVP,"A new onychodontid (Osteichthyes, Sarcopterygii) from the Upper Devonian (Frasnian) of Devon Island, Nunavut Territory, Canada",2025,10.1080/02724634.2025.2498448,Onychodus mikijuk,Canada,Paleozoic,Devonian
JVP,A new predatory actinopterygian from the Tournaisian of Nova Scotia provides insight into the evolution of actinopterygian feeding,2025,10.1080/02724634.2025.2498453,Sphyragnathus tyche,Canada,Paleozoic,Carboniferous
JVP,"Biogeographic and biostratigraphic implications of a new species of Swaindelphys (Mammalia, Metatheria) from the Paleocene (Tiffanian) Black Peaks Formation, Big Bend National Park, Texas",2025,10.1080/02724634.2025.2500501,Swaindelphys solastella,United States,Cenozoic,Paleocene
JVP,The paleobiology of a new osmeriform fish species from Australia,2025,10.1080/02724634.2024.2445684,Ferruaspis brocksi,Australia,Cenozoic,Miocene
JVP,"A new anthracothere (Hippopotamoidea, Anthracotheriidae) from Oligocene deposits of southern Thailand",2025,10.1080/02724634.2025.2467012,Oligokeryx khiansaensis,Thailand,Cenozoic,Oligocene
JVP,"A new species of the ray-finned fish Saurichthys (Actinopterygii) from the Dockum Group of Texas (Upper Triassic, Norian) highlights the late appearance of elongate jaws in neopterygians",2025,10.1080/02724634.2025.2470026,Saurichthys justitias,United States,Mesozoic,Triassic
JVP,"Early Eocene pelodryadid from the Tingamarra Local Fauna, Murgon, southeastern Queensland, Australia, and a new fossil calibration for molecular phylogenies of frogs",2025,10.1080/02724634.2025.2477815,Litoria tylerantiqua,Australia,Cenozoic,Eocene
JVP,Revised nomenclature for a Miocene giraffid: Lyrakeryx sherkana nomen novum from the Siwaliks of Pakistan,2025,10.1080/02724634.2025.2477935,Lyrakeryx sherkana,Pakistan,Cenozoic,Miocene
JVP,Oldest record of Cenozoic terrestrial vertebrates (Chiroptera) from Madagascar,2025,10.1080/02724634.2025.2488447,Madanycteris razana,Madagascar,Cenozoic,Miocene
JVP,"A new hypsocormine pachycormid from the Upper Jurassic Nusplingen Plattenkalk (Kimmeridgian, Germany) provides new insights into body plan evolution and scale reduction in Pachycormidae (Actinopterygii)",2025,10.1080/02724634.2025.2490123,Simocormus seyboldi,Germany,Mesozoic,Jurassic
JVP,"A new crocodylomorph (Pseudosuchia, Crocodylomorpha) from the Upper Triassic of Texas and its phylogenetic relationships",2025,10.1080/02724634.2024.2446604,Pattisaura gracilis,United States,Mesozoic,Triassic
JVP,"Anatomical description and systematics of a new notosuchian (Mesoeucrocodylia; Crocodyliformes) from the Quiricó Formation, Lower Cretaceous, Sanfranciscana Basin, Brazil",2025,10.1080/02724634.2025.2452947,Thilastikosuchus scutorectangularis,Brazil,Mesozoic,Cretaceous
JVP,"A new species of Urva (Herpestidae, Carnivora) from late Upper Pleistocene deposits of East Fissure-Fillings, Fanchang, Anhui Province of Eastern China",2025,10.1080/02724634.2025.2453603,Urva fanchangensis,China,Cenozoic,Pleistocene
JVP,A doswelliid archosauriform from the Upper Triassic (Carnian) Stuttgart Formation of Thuringia (Germany),2025,10.1080/02724634.2025.2455949,Thuringopelta werneburgi,Germany,Mesozoic,Triassic
JVP,"A new assemblage of Lower Triassic neoselachians (Chondrichthyes) from the Grippia Bonebed of Spitsbergen, Norway",2025,10.1080/02724634.2024.2426544,Synechodus rotheliusi,Norway,Mesozoic,Triassic
JVP,"A new assemblage of Lower Triassic neoselachians (Chondrichthyes) from the Grippia Bonebed of Spitsbergen, Norway",2025,10.1080/02724634.2024.2426544,Wimanodon marmieri,Norway,Mesozoic,Triassic
JVP,"A new assemblage of Lower Triassic neoselachians (Chondrichthyes) from the Grippia Bonebed of Spitsbergen, Norway",2025,10.1080/02724634.2024.2426544,Eorapax serrasis,Norway,Mesozoic,Triassic
JVP,A new ornithomimid theropod from the Upper Cretaceous Bissekty Formation of Uzbekistan,2025,10.1080/02724634.2024.2433759,,,,
JVP,"First record of Borealosuchus sternbergii from the lower Paleocene Denver Formation (lower Danian), Colorado (Denver Basin)",2025,10.1080/02724634.2024.2434214,,,,
JVP,"Morphology of the toothed mysticete Fucaia goedertorum and a reassessment of Aetiocetidae (Cetacea, Mysticeti)",2025,10.1080/02724634.2024.2436924,,,,
JVP,A new paratypothoracin aetosaur (Archosauria: Pseudosuchia) from the Upper Triassic Dharmaram Formation of India and its biostratigraphic implications,2025,10.1080/02724634.2024.2439533,Kuttysuchus minori,India,Mesozoic,Triassic
JVP,"Cranial anatomy of the hypercarnivore Bastetodon syrtos gen. nov. (Hyaenodonta, Hyainailourinae) and a reevaluation of Pterodon in Africa",2025,10.1080/02724634.2024.2442472,,,,
JVP,A latest Paleocene mammal fauna from the Great Divide Basin in southern Wyoming and a revised biozonation of the Clarkforkian land mammal age,2024,10.1080/02724634.2024.2424139,Phenacolemur cavatus,United States,Cenozoic,Paleocene
JVP,"A remarkable Palaeoloxodon (Mammalia, Proboscidea) skull from the intermontane Kashmir Valley, India",2024,10.1080/02724634.2024.2396821,,,,
JVP,"Romaleodelphis pollerspoecki, gen. et sp. nov., an archaic dolphin from the Central Paratethys (Early Miocene, Austria)",2024,10.1080/02724634.2024.2401503,Romaleodelphis pollerspoecki,Austria,Cenozoic,Miocene
JVP,"Postcranial anatomy of Dsungaripterus weii (Pterosauria: Ornithocheiroidea) from the Lower Cretaceous of Wuerho, China",2024,10.1080/02724634.2024.2402042,,,,
JVP,A platypterygiid ichthyosaur from the Cenomanian of central New Zealand,2024,10.1080/02724634.2024.2408391,,,,
JVP,"Hyracoidea from the Oligocene of Topernawi, Turkana Basin, Kenya",2024,10.1080/02724634.2024.2409326,Nengohyrax josephi,Kenya,Cenozoic,Oligocene
JVP,"Hyracoidea from the Oligocene of Topernawi, Turkana Basin, Kenya",2024,10.1080/02724634.2024.2409326,Abdahyrax philipi,Kenya,Cenozoic,Oligocene
JVP,"Hyracoidea from the Oligocene of Topernawi, Turkana Basin, Kenya",2024,10.1080/02724634.2024.2409326,Geniohyus ewoii,Kenya,Cenozoic,Oligocene
JVP,"Hyracoidea from the Oligocene of Topernawi, Turkana Basin, Kenya",2024,10.1080/02724634.2024.2409326,Thyrohyrax lokutani,Kenya,Cenozoic,Oligocene
JVP,"Hyracoidea from the Oligocene of Topernawi, Turkana Basin, Kenya",2024,10.1080/02724634.2024.2409326,Thyrohyrax ekaii,Kenya,Cenozoic,Oligocene
JVP,A new Late Miocene stem Octodontoid (Rodentia: Caviomorpha: Octochinchilloi) from the Solimões Formation (Brazil): paleobiogeographic implications,2024,10.1080/02724634.2024.2382822,Acarechimys hunikuini,Brazil,Cenozoic,Miocene
JVP,"Three new thylacinids (Marsupialia, Thylacinidae) from late Oligocene deposits of the Riversleigh World Heritage Area, northwestern Queensland",2024,10.1080/02724634.2024.2384595,Badjcinus timfaulkneri,Australia,Cenozoic,Oligocene
JVP,"Three new thylacinids (Marsupialia, Thylacinidae) from late Oligocene deposits of the Riversleigh World Heritage Area, northwestern Queensland",2024,10.1080/02724634.2024.2384595,Nimbacinus peterbridgei,Australia,Cenozoic,Oligocene
JVP,"Three new thylacinids (Marsupialia, Thylacinidae) from late Oligocene deposits of the Riversleigh World Heritage Area, northwestern Queensland",2024,10.1080/02724634.2024.2384595,Ngamalacinus nigelmarveni,Australia,Cenozoic,Oligocene
JVP,New Early Cretaceous zalambdalestid stem placental mammal from Mongolia and evolution of Zalambdalestidae,2024,10.1080/02724634.2024.2384601,Prozalambdalestes cratodus,Mongolia,Mesozoic,Cretaceous
JVP,New pterosaur remains from the Late Cretaceous of Afro-Arabia provide insight into flight capacity of large pterosaurs,2024,10.1080/02724634.2024.2385068,Arambourgiania philadelphiae,Jordan,Mesozoic,Cretaceous
JVP,New pterosaur remains from the Late Cretaceous of Afro-Arabia provide insight into flight capacity of large pterosaurs,2024,10.1080/02724634.2024.2385068,Inabtanin alarabia,Jordan,Mesozoic,Cretaceous
JVP,"Vertebrate paleontology of the Cloverly Formation (Lower Cretaceous), IV: the oldest edentulous frog (Salientia) from Laurasia",2024,10.1080/02724634.2024.2399102,Ostrombatrachos nodos,United States,Mesozoic,Cretaceous
JVP,"Crocodylian diversity during the early Eocene climatic optimum in the Golden Valley Formation of North Dakota, U.S.A.",2024,10.1080/02724634.2024.2403579,Ahdeskatanka russlanddeutsche,United States,Cenozoic,Eocene
JVP,Revealing the diversity of Paleogene cingulates from Brazil: a new species of Parutaetus (Euphractinae) in the Guabirotuba Formation (middle–late Eocene),2024,10.1080/02724634.2024.2403581,Parutaetus oliveirai,Brazil,Cenozoic,Eocene
JVP,"Taxonomic revision and type specimens’ location of jianghanichthyids (Ostariophysii: Cypriniformes) from Buxin Formation, Sanshui Basin, China",2024,10.1080/02724634.2024.2342857,,,,
JVP,A new lizard-like reptile with unusual mandibular neurovasculature from the Upper Triassic of Virginia,2024,10.1080/02724634.2024.2353636,Idiosaura virginiensis,United States,Mesozoic,Triassic
JVP,Osteology and phylogenetic relationships of a new archosauriform reptile from the Middle Triassic (Anisian) of Germany,2024,10.1080/02724634.2024.2357326,Marcianosuchus angustifrons,Germany,Mesozoic,Triassic
JVP,A new drepanosauromorph (Diapsida) from East–Central New Mexico and diversity of drepanosaur morphology and ecology at the Upper Triassic Homestead Site at Garita Creek (Triassic: mid-Norian),2024,10.1080/02724634.2024.2363202,Unguinychus onyx,United States,Mesozoic,Triassic
JVP,The first troodontid (Dinosauria: Theropoda) from the Upper Cretaceous Baruungoyot Formation of Mongolia,2024,10.1080/02724634.2024.2364746,Harenadraco prima,Mongolia,Mesozoic,Cretaceous
JVP,"A new lungfish from the Upper Triassic of the Mid-Zambezi Basin, Zimbabwe",2024,10.1080/02724634.2024.2365391,Ferganoceratodus edwardsi,Zimbabwe,Mesozoic,Triassic
JVP,"The galliform birds from the Lower Eocene London Clay of Walton-on-the-Naze (Essex, U.K.): New species suggest faunal connections to Asia",2024,10.1080/02724634.2024.2374305,Paraortygoides argillae,United States,Cenozoic,Eocene
JVP,"The galliform birds from the Lower Eocene London Clay of Walton-on-the-Naze (Essex, U.K.): New species suggest faunal connections to Asia",2024,10.1080/02724634.2024.2374305,Waltonortyx bumbanipodiides,United States,Cenozoic,Eocene
JVP,A remarkable diversity of waterfowl (Aves: Anseriformes) from the Upper Eocene and Lower Oligocene of Kazakhstan,2024,10.1080/02724634.2024.2374306,Uyrekura chalkarica,Kazakhstan,Cenozoic,Oligocene
JVP,A remarkable diversity of waterfowl (Aves: Anseriformes) from the Upper Eocene and Lower Oligocene of Kazakhstan,2024,10.1080/02724634.2024.2374306,Mionetta turgaiensis,Kazakhstan,Cenozoic,Oligocene
JVP,"A new freshwater lonchidiid hybodontiform shark (Chondrichthyes, Elasmobranchii) from the Upper Triassic Momonoki Formation in Yamaguchi, Japan",2024,10.1080/02724634.2024.2322749,Parvodus ominechonensis,Japan,Mesozoic,Triassic
JVP,A new species of Palacrodon and a unique form of tooth attachment in reptiles,2024,10.1080/02724634.2024.2328658,Palacrodon parkeri,United States,Mesozoic,Triassic
JVP,"Comments on the cranial and pectoral girdle osteology of Lepidotes gigas (Actinopterygii, Lepisosteiformes) from the Lower Jurassic (lower Toarcian) of Germany",2024,10.1080/02724634.2024.2330586,,,,
JVP,"A new pterosaur from the Middle Jurassic of Skye, Scotland and the early diversification of flying reptiles",2024,10.1080/02724634.2023.2298741,Ceoptera evansae,Scotland,Mesozoic,Jurassic
JVP,"A new species of Lates (Perciformes, Latidae) from the Late Miocene of Ukraine and notes on the latest records of lates perches in the Eastern Paratethys",2024,10.1080/02724634.2023.2299314,Lates odessanus,Ukraine,Cenozoic,Miocene
JVP,"A new gyracanthid (stem Chondrichthyes) from the Late Devonian (Famennian) of the Eastern Cape, South Africa",2024,10.1080/02724634.2024.2305888,Gyracanthides riniensis,South Africa,Paleozoic,Devonian
JVP,"An unexpected early-diverging iguanodontian dinosaur (Ornithischia, Ornithopoda) from the Upper Jurassic of Portugal",2024,10.1080/02724634.2024.2310066,Hesperonyx martinhotomasorum,Portugal,Mesozoic,Jurassic
JVP,"A new gyracanthid from the Mississippian of Delta, Iowa, U.S.A.",2024,10.1080/02724634.2024.2310721,Gyracanthus jasperi,United States,Paleozoic,Carboniferous
JVP,The first eutriconodontan mammal from the Cretaceous (Maastrichtian) of India,2024,10.1080/02724634.2024.2312234,Indotriconodon magnus,India,Mesozoic,Cretaceous
JVP,An anatomical reappraisal of the dwarf crocodylian Arambourgia gaudryi from the Eocene of Quercy (France) using CT data and its implications for the phylogeny and paleoecology of basally branching alligatoroids,2024,10.1080/02724634.2024.2313612,,,,
JVP,A new stem-tetrapod fish from the Middle–Late Devonian of central Australia,2024,10.1080/02724634.2023.2285000,Harajicadectes zhumini,Australia,Paleozoic,Devonian
JVP,"Oldest record of Apatemyidae (Mammalia, Apatotheria) from Spain and the taxonomic status of Spanish paromomyids (Mammalia, Primatomorpha)",2024,10.1080/02724634.2023.2288651,,,,
JVP,"Unraveling the diversity of early felines: a new genus of Felinae (Carnivora, Felidae) from the Middle Miocene of Madrid (Spain)",2024,10.1080/02724634.2023.2288924,Magerifelis peignei,Spain,Cenozoic,Miocene
JVP,New ctenacanth sharks (Chondrichthyes; Elasmobranchii; Ctenacanthiformes) from the Middle to Late Mississippian of Kentucky and Alabama,2024,10.1080/02724634.2023.2292599,Troglocladodus trimblei,United States,Paleozoic,Carboniferous
JVP,New ctenacanth sharks (Chondrichthyes; Elasmobranchii; Ctenacanthiformes) from the Middle to Late Mississippian of Kentucky and Alabama,2024,10.1080/02724634.2023.2292599,Glikmanius careforum,United States,Paleozoic,Carboniferous
JVP,"New early and middle Eocene artiodactyls from the Erlian Basin, Inner Mongolia, China",2024,10.1080/02724634.2023.2294006,Paraphenacodus gabuniai,China,Cenozoic,Eocene
